species_tree,fam_species,order_species,sc,habitat,long_x,lat_y,b_nisc,g_nisc,p_nisc,nisc
Circus_ranivorus,Accipitridae,Accipitriformes,0,6,29.43538219,-15.44176462,0,0,0,0
Circus_spilonotus,Accipitridae,Accipitriformes,0,6,121.5330812,53.73758626,0,0,0,0
Circus_spilothorax,Accipitridae,Accipitriformes,0,6,NA,NA,0,0,0,0
Cittura_cyanotis,Alcedinidae,Coraciiformes,1,6,122.1993881,-0.749106871,1,0,0,1
Cittura_sanghirensis,Alcedinidae,Coraciiformes,1,6,122.1993881,-0.749106871,1,0,1,1
Cladorhynchus_leucocephalus,Recurvirostridae,Charadriiformes,0,5,122.2538723,-28.99371277,0,0,0,0
Clamator_coromandus,Cuculidae,Cuculiformes,1,6,100.9097962,24.7266628,0,0,0,0
Clamator_glandarius,Cuculidae,Cuculiformes,0,6,21.1098593,1.639144669,0,0,0,0
Clamator_jacobinus,Cuculidae,Cuculiformes,1,3,38.11733452,2.99657286,0,0,0,0
Clamator_levaillantii,Cuculidae,Cuculiformes,1,6,21.07489313,-3.634632565,0,0,0,0
Clangula_hyemalis,Anatidae,Anseriformes,1,6,-3.710155737,68.7949142,0,0,0,0
Claravis_godefrida,Columbidae,Columbiformes,0,1,-49.6957633,-24.41904822,0,0,0,0
Claravis_mondetoura,Columbidae,Columbiformes,1,1,-90.2107527,14.84217883,1,0,0,1
Claravis_pretiosa,Columbidae,Columbiformes,0,6,-59.4789421,-6.707200397,0,0,0,0
Clytoceyx_rex,Alcedinidae,Coraciiformes,1,6,141.2217434,-5.264316892,1,0,0,1
Clytolaema_rubricauda,Trochilidae,Caprimulgiformes,1,6,-44.43582272,-22.31142913,0,0,0,0
Coccycua_cinerea,Cuculidae,Cuculiformes,0,3,-58.37041534,-28.18666075,0,0,0,0
Coccycua_minuta,Cuculidae,Cuculiformes,0,6,-62.24622824,-4.528665828,0,0,0,0
Coccycua_pumila,Cuculidae,Cuculiformes,0,1,-69.43218441,7.493668709,0,0,0,0
Coccyzus_americanus,Cuculidae,Cuculiformes,0,6,-90.77656436,36.61096571,0,0,0,0
Coccyzus_erythropthalmus,Cuculidae,Cuculiformes,0,6,-91.27185411,44.09122533,0,0,0,0
Coccyzus_euleri,Cuculidae,Cuculiformes,0,1,-53.69506321,-8.128563073,0,0,0,0
Coccyzus_ferrugineus,Cuculidae,Cuculiformes,0,1,-87.06146788,5.530407535,0,0,0,0
Coccyzus_lansbergi,Cuculidae,Cuculiformes,0,6,-74.26008191,6.96146869,0,0,0,0
Coccyzus_longirostris,Cuculidae,Cuculiformes,0,3,-71.27845466,18.91380246,0,0,0,0
Coccyzus_melacoryphus,Cuculidae,Cuculiformes,0,6,-58.16627702,-10.61878761,0,0,0,0
Coccyzus_merlini,Cuculidae,Cuculiformes,0,6,-78.97054505,21.74826296,0,0,0,0
Coccyzus_minor,Cuculidae,Cuculiformes,0,6,-86.4420131,18.39033364,0,0,0,0
Coccyzus_pluvialis,Cuculidae,Cuculiformes,0,3,-77.31089921,18.15643155,0,0,0,0
Coccyzus_rufigularis,Cuculidae,Cuculiformes,0,1,-71.46318745,18.23703031,0,0,0,0
Coccyzus_vetula,Cuculidae,Cuculiformes,0,3,-77.31089921,18.15643155,0,0,0,0
Coccyzus_vieilloti,Cuculidae,Cuculiformes,0,6,-66.47591436,18.22772381,0,0,0,0
Cochlearius_cochlearius,Ardeidae,Pelecaniformes,1,4,-61.677252,-5.426020473,1,0,0,1
Coeligena_bonapartei,Trochilidae,Caprimulgiformes,1,3,-72.34242063,7.476308861,0,0,0,0
Coeligena_coeligena,Trochilidae,Caprimulgiformes,1,6,-73.42559802,-2.063932274,0,0,0,0
Coeligena_conradii,Trochilidae,Caprimulgiformes,1,1,NA,NA,0,0,0,0
Coeligena_consita,Trochilidae,Caprimulgiformes,1,3,-72.34242063,7.476308861,0,0,0,0
Coeligena_eos,Trochilidae,Caprimulgiformes,1,3,-72.34242063,7.476308861,0,0,0,0
Coeligena_helianthea,Trochilidae,Caprimulgiformes,1,3,-73.00609035,6.613056676,0,0,0,0
Coeligena_inca,Trochilidae,Caprimulgiformes,1,1,NA,NA,0,0,0,0
Coeligena_iris,Trochilidae,Caprimulgiformes,1,3,-78.60312697,-5.690723817,0,0,0,0
Coeligena_lutetiae,Trochilidae,Caprimulgiformes,1,1,-77.61574107,0.204426247,0,0,0,0
Coeligena_orina,Trochilidae,Caprimulgiformes,1,1,-76.09666674,6.323338696,0,0,0,0
Coeligena_phalerata,Trochilidae,Caprimulgiformes,1,1,-73.65464383,10.76620444,0,0,0,0
Coeligena_prunellei,Trochilidae,Caprimulgiformes,1,3,-73.77602873,5.764155948,0,0,0,0
Coeligena_torquata,Trochilidae,Caprimulgiformes,1,1,-74.55833533,-3.699827193,0,0,0,0
Coeligena_violifer,Trochilidae,Caprimulgiformes,1,1,-72.29727666,-12.69272821,0,0,0,0
Coeligena_wilsoni,Trochilidae,Caprimulgiformes,1,1,-78.01362219,0.961659402,0,0,0,0
Coenocorypha_aucklandica,Scolopacidae,Charadriiformes,0,6,167.0198376,-50.99477902,0,0,0,0
Coenocorypha_barrierensis,Scolopacidae,Charadriiformes,0,NA,NA,NA,0,0,0,0
Coenocorypha_huegeli,Scolopacidae,Charadriiformes,0,1,167.0198376,-50.99477902,0,0,0,0
Coenocorypha_iredalei,Scolopacidae,Charadriiformes,0,NA,NA,NA,0,0,0,0
Coenocorypha_pusilla,Scolopacidae,Charadriiformes,0,6,-176.2190239,-44.30428802,0,0,0,0
Colaptes_atricollis,Picidae,Piciformes,0,6,-76.47791051,-10.95490325,0,0,0,0
Colaptes_auratus,Picidae,Piciformes,0,6,-105.3162162,48.22393374,0,0,0,0
Colaptes_auricularis,Picidae,Piciformes,0,1,-104.5344138,22.30917187,0,0,0,0
Colaptes_campestris,Picidae,Piciformes,0,6,-51.23159588,-20.1531607,0,0,0,0
Colaptes_chrysoides,Picidae,Piciformes,0,3,-112.6042424,30.74670344,0,0,0,0
Colaptes_fernandinae,Picidae,Piciformes,0,1,-80.43257042,21.94905693,0,0,0,0
Colaptes_melanochloros,Picidae,Piciformes,0,3,-53.91377355,-22.54491565,0,0,0,0
Colaptes_oceanicus,Picidae,Piciformes,0,NA,NA,NA,0,0,0,0
Colaptes_punctigula,Picidae,Piciformes,0,6,-68.23019045,-2.153026384,0,0,0,0
Colaptes_rivolii,Picidae,Piciformes,0,1,-74.34907757,-4.698123773,0,0,0,0
Colaptes_rubiginosus,Picidae,Piciformes,0,6,-74.60770949,5.144877114,0,0,0,0
Colaptes_rupicola,Picidae,Piciformes,0,3,-69.73047403,-17.25741967,0,0,0,0
Colibri_coruscans,Trochilidae,Caprimulgiformes,1,6,-71.89084116,-9.113181755,0,0,0,0
Colibri_cyanotus,Trochilidae,Caprimulgiformes,1,1,NA,NA,0,0,0,0
Colibri_delphinae,Trochilidae,Caprimulgiformes,1,6,-68.94039206,3.149914597,0,0,0,0
Colibri_serrirostris,Trochilidae,Caprimulgiformes,1,3,-49.76572681,-18.29016878,0,0,0,0
Colibri_thalassinus,Trochilidae,Caprimulgiformes,1,1,-83.01003554,6.267257388,0,0,0,0
Colinus_cristatus,Odontophoridae,Galliformes,0,6,-69.37188675,6.805857505,0,0,0,0
Colinus_nigrogularis,Odontophoridae,Galliformes,0,6,-87.98726145,19.14915436,0,0,0,0
Colinus_virginianus,Odontophoridae,Galliformes,0,6,-91.64409532,35.41081143,0,0,0,0
Colius_castanotus,Coliidae,Coliiformes,0,6,15.07039342,-10.8363933,0,0,0,0
Colius_colius,Coliidae,Coliiformes,0,6,20.71830442,-26.74415568,0,0,0,0
Colius_leucocephalus,Coliidae,Coliiformes,0,6,41.04259835,0.588569215,0,0,0,0
Colius_striatus,Coliidae,Coliiformes,0,6,28.9897161,-4.341934228,0,0,0,0
Collocalia_affinis,Apodidae,Caprimulgiformes,1,6,121.1224281,-0.199724914,0,0,0,0
Collocalia_amelis,Apodidae,Caprimulgiformes,1,6,122.729542,11.83173868,0,0,0,0
Collocalia_bartschi,Apodidae,Caprimulgiformes,0,6,157.1857698,15.1498798,0,0,0,0
Collocalia_brevirostris,Apodidae,Caprimulgiformes,0,6,99.53965145,26.76358226,0,0,0,0
Collocalia_dodgei,Apodidae,Caprimulgiformes,1,3,121.1224281,-0.199724914,0,0,0,0
Collocalia_elaphra,Apodidae,Caprimulgiformes,1,6,55.5423904,-4.583922368,0,0,0,0
Collocalia_esculenta,Apodidae,Caprimulgiformes,1,6,121.1224281,-0.199724914,0,0,0,0
Collocalia_francica,Apodidae,Caprimulgiformes,0,6,56.39902557,-20.76721561,0,0,0,0
Collocalia_fuciphaga,Apodidae,Caprimulgiformes,0,6,110.0251981,-0.856536746,0,0,0,0
Collocalia_germani,Apodidae,Caprimulgiformes,0,6,106.6525248,11.1785193,0,0,0,0
Collocalia_hirundinacea,Apodidae,Caprimulgiformes,0,6,140.8080874,-4.76988547,0,0,0,0
Collocalia_infuscata,Apodidae,Caprimulgiformes,0,6,122.8132694,-2.41119029,0,0,0,0
Collocalia_inquieta,Apodidae,Caprimulgiformes,1,6,158.1680975,6.645682784,0,0,0,0
Collocalia_isonota,Apodidae,Caprimulgiformes,1,6,121.1224281,-0.199724914,0,0,0,0
Collocalia_leucophaea,Apodidae,Caprimulgiformes,0,3,-149.4943749,-17.61269021,0,0,0,0
Collocalia_linchi,Apodidae,Caprimulgiformes,1,3,105.1273937,-3.033920292,0,0,0,0
Collocalia_marginata,Apodidae,Caprimulgiformes,1,6,121.1224281,-0.199724914,0,0,0,0
Collocalia_maxima,Apodidae,Caprimulgiformes,0,1,110.6964779,1.153726639,0,0,0,0
Collocalia_mearnsi,Apodidae,Caprimulgiformes,0,3,122.7399471,11.81135565,0,0,0,0
Collocalia_natalis,Apodidae,Caprimulgiformes,1,6,121.1224281,-0.199724914,0,0,0,0
Collocalia_neglecta,Apodidae,Caprimulgiformes,1,6,121.1224281,-0.199724914,0,0,0,0
Collocalia_nuditarsus,Apodidae,Caprimulgiformes,0,3,141.5392275,-5.648538896,0,0,0,0
Collocalia_ocista,Apodidae,Caprimulgiformes,0,6,-139.6382298,-9.285653468,0,0,0,0
Collocalia_orientalis,Apodidae,Caprimulgiformes,1,3,155.3597507,-6.127469061,0,0,0,0
Collocalia_papuensis,Apodidae,Caprimulgiformes,0,3,143.0569522,-4.427665666,0,0,0,0
Collocalia_pelewensis,Apodidae,Caprimulgiformes,0,3,134.5350679,7.444168093,0,0,0,0
Collocalia_salangana,Apodidae,Caprimulgiformes,0,3,112.1475833,0.083975343,0,0,0,0
Collocalia_sawtelli,Apodidae,Caprimulgiformes,0,6,-158.1071257,-19.99561302,0,0,0,0
Collocalia_spodiopygia,Apodidae,Caprimulgiformes,0,3,153.927868,-13.65189065,0,0,0,0
Collocalia_sumbawae,Apodidae,Caprimulgiformes,1,6,121.1224281,-0.199724914,0,0,0,0
Collocalia_terraereginae,Apodidae,Caprimulgiformes,0,3,NA,NA,0,0,0,0
Collocalia_troglodytes,Apodidae,Caprimulgiformes,0,6,122.9301234,11.79863369,0,0,0,0
Collocalia_unicolor,Apodidae,Caprimulgiformes,0,6,77.07067141,11.46684967,0,0,0,0
Collocalia_uropygialis,Apodidae,Caprimulgiformes,1,6,121.1224281,-0.199724914,0,0,0,0
Collocalia_vanikorensis,Apodidae,Caprimulgiformes,0,6,139.4530586,-5.165744671,0,0,0,0
Collocalia_vulcanorum,Apodidae,Caprimulgiformes,1,3,107.4091155,-7.035760632,0,0,0,0
Collocalia_whiteheadi,Apodidae,Caprimulgiformes,0,3,122.4300066,13.11330776,0,0,0,0
Columba_albinucha,Columbidae,Columbiformes,0,1,27.48257599,-0.042653858,0,0,0,0
Columba_albitorques,Columbidae,Columbiformes,0,6,38.62876951,9.953392337,0,0,0,0
Columba_argentina,Columbidae,Columbiformes,1,6,99.26993521,-1.832282741,0,0,0,0
Columba_arquatrix,Columbidae,Columbiformes,0,6,31.58797724,-11.27159144,0,0,0,0
Columba_bollii,Columbidae,Columbiformes,1,1,-17.01794815,28.30202513,1,0,0,1
Columba_delegorguei,Columbidae,Columbiformes,1,1,34.98509734,-8.004033567,1,0,0,1
Columba_elphinstonii,Columbidae,Columbiformes,1,1,75.757052,13.30796163,0,0,0,0
Columba_eversmanni,Columbidae,Columbiformes,1,6,73.23857064,41.38920687,0,0,0,0
Columba_guinea,Columbidae,Columbiformes,0,6,20.37477983,1.23560855,0,0,0,0
Columba_hodgsonii,Columbidae,Columbiformes,1,1,98.14143361,30.03135744,0,0,0,0
Columba_iriditorques,Columbidae,Columbiformes,1,6,13.68913509,1.463060575,0,0,0,0
Columba_janthina,Columbidae,Columbiformes,1,1,129.2064956,30.19427149,0,0,0,0
Columba_jouyi,Columbidae,Columbiformes,1,NA,NA,NA,0,0,0,0
Columba_junoniae,Columbidae,Columbiformes,1,1,-17.50231551,28.46940677,0,0,0,0
Columba_leucomela,Columbidae,Columbiformes,1,6,150.4657109,-29.00606164,0,0,0,0
Columba_leuconota,Columbidae,Columbiformes,0,6,89.356016,33.72362518,0,0,0,0
Columba_livia,Columbidae,Columbiformes,1,6,NA,NA,0,0,0,0
Columba_malherbii,Columbidae,Columbiformes,1,6,6.717556998,0.429847822,0,0,0,0
Columba_oenas,Columbidae,Columbiformes,1,6,35.16805633,51.24694294,0,0,0,0
Columba_oliviae,Columbidae,Columbiformes,1,6,48.9547331,10.38896055,0,0,0,0
Columba_pallidiceps,Columbidae,Columbiformes,1,1,153.2088448,-6.174723783,0,0,0,0
Columba_palumboides,Columbidae,Columbiformes,1,1,92.96435779,11.22462123,0,0,0,0
Columba_palumbus,Columbidae,Columbiformes,1,6,31.49948537,51.22895477,0,0,0,0
Columba_pollenii,Columbidae,Columbiformes,1,6,43.94820921,-12.06304448,0,0,0,0
Columba_pulchricollis,Columbidae,Columbiformes,1,1,96.24556241,25.57720435,0,0,0,0
Columba_punicea,Columbidae,Columbiformes,1,6,89.55653999,21.67648863,0,0,0,0
Columba_rupestris,Columbidae,Columbiformes,1,6,102.670364,45.93683093,0,0,0,0
Columba_sjostedti,Columbidae,Columbiformes,1,1,10.44352275,6.049606141,0,0,0,0
Columba_thomensis,Columbidae,Columbiformes,1,1,6.570840686,0.216027556,0,0,0,0
Columba_torringtoniae,Columbidae,Columbiformes,1,1,80.77160026,6.983348577,0,0,0,0
Columba_trocaz,Columbidae,Columbiformes,1,1,-16.95191698,32.76356291,0,0,0,0
Columba_unicincta,Columbidae,Columbiformes,0,3,16.2280517,0.927462702,0,0,0,0
Columba_versicolor,Columbidae,Columbiformes,1,NA,NA,NA,0,0,0,0
Columba_vitiensis,Columbidae,Columbiformes,1,6,137.0720883,-1.846808417,0,0,0,0
Columbina_buckleyi,Columbidae,Columbiformes,0,6,-79.8552159,-1.644374686,0,0,0,0
Columbina_cruziana,Columbidae,Columbiformes,0,6,-77.34260866,-8.678262851,0,0,0,0
Columbina_cyanopis,Columbidae,Columbiformes,1,2,-57.1849653,-15.82611229,0,0,0,0
Columbina_inca,Columbidae,Columbiformes,0,6,-102.3513759,26.6395313,0,0,0,0
Columbina_minuta,Columbidae,Columbiformes,1,3,-55.1727789,-8.408614982,0,0,0,0
Columbina_passerina,Columbidae,Columbiformes,0,6,-74.31048476,10.76858612,0,0,0,0
Columbina_picui,Columbidae,Columbiformes,1,6,-59.08097185,-24.42875394,0,0,0,0
Columbina_squammata,Columbidae,Columbiformes,0,6,-50.49155728,-12.04623366,0,0,0,0
Columbina_talpacoti,Columbidae,Columbiformes,0,6,-60.45363081,-8.335762805,0,0,0,0
Conuropsis_carolinensis,Psittacidae,Psittaciformes,1,6,NA,NA,1,1,0,1
Coracias_abyssinicus,Coraciidae,Coraciiformes,1,6,16.19582448,10.60004348,1,0,0,1
Coracias_affinis,Coraciidae,Coraciiformes,1,6,NA,NA,1,1,1,1
Coracias_benghalensis,Coraciidae,Coraciiformes,1,6,83.54645035,23.27685956,1,0,1,1
Coracias_caudatus,Coraciidae,Coraciiformes,1,6,29.09332466,-12.38013981,1,1,1,1
Coracias_cyanogaster,Coraciidae,Coraciiformes,1,6,1.449956144,9.560142125,1,0,1,1
Coracias_garrulus,Coraciidae,Coraciiformes,1,6,44.89594277,46.21791993,1,1,0,1
Coracias_naevius,Coraciidae,Coraciiformes,0,6,20.7382914,-2.449873332,0,0,0,0
Coracias_spatulatus,Coraciidae,Coraciiformes,1,6,30.89747006,-13.82375114,1,0,0,1
Coracias_temminckii,Coraciidae,Coraciiformes,1,6,121.1874836,-2.136533634,1,1,0,1
Coracopsis_barklyi,Psittaculidae,Psittaciformes,0,6,NA,NA,0,0,0,0
Coracopsis_nigra,Psittaculidae,Psittaciformes,0,6,46.67301266,-19.46035066,0,0,0,0
Coracopsis_vasa,Psittaculidae,Psittaciformes,0,6,46.67107424,-19.45985251,0,0,0,0
Coragyps_atratus,Cathartidae,Cathartiformes,0,6,-67.70444613,-4.949548793,0,0,0,0
Corythaeola_cristata,Musophagidae,Musophagiformes,1,1,16.3211312,1.490952639,1,0,0,1
Corythaixoides_concolor,Musophagidae,Musophagiformes,0,6,27.37934315,-17.38976548,0,0,0,0
Corythaixoides_leucogaster,Musophagidae,Musophagiformes,0,2,39.52941182,3.042110411,0,0,0,0
Corythaixoides_personatus,Musophagidae,Musophagiformes,0,3,33.3409371,-4.177246449,0,0,0,0
Coscoroba_coscoroba,Anatidae,Anseriformes,0,6,-66.3472596,-39.69622941,0,0,0,0
Coturnicops_exquisitus,Rallidae,Gruiformes,0,6,126.993647,48.02585693,0,0,0,0
Coturnicops_notatus,Rallidae,Gruiformes,0,6,-56.90880755,-30.5443512,0,0,0,0
Coturnicops_noveboracensis,Rallidae,Gruiformes,0,6,-94.17954987,52.29258759,0,0,0,0
Coturnix_chinensis,Phasianidae,Galliformes,1,6,70.99751668,2.672035893,1,0,0,1
Coturnix_coromandelica,Phasianidae,Galliformes,0,6,79.90415209,21.99578235,0,0,0,0
Coturnix_coturnix,Phasianidae,Galliformes,0,6,52.40706739,45.1322618,0,0,0,0
Coturnix_delegorguei,Phasianidae,Galliformes,0,6,27.84734047,-7.201799663,0,0,0,0
Coturnix_japonica,Phasianidae,Galliformes,0,6,123.7826554,50.10349009,0,0,0,0
Coturnix_novaezelandiae,Phasianidae,Galliformes,0,NA,NA,NA,0,0,0,0
Coturnix_pectoralis,Phasianidae,Galliformes,0,6,134.7349535,-27.57852073,0,0,0,0
Coturnix_ypsilophora,Phasianidae,Galliformes,0,6,138.1834895,-22.56103193,0,0,0,0
Coua_caerulea,Cuculidae,Cuculiformes,1,6,47.59340085,-18.98086758,1,0,0,1
Coua_coquereli,Cuculidae,Cuculiformes,0,1,45.37760439,-18.45909249,0,0,0,0
Coua_cristata,Cuculidae,Cuculiformes,1,6,46.3930884,-19.60929726,0,0,0,0
Coua_cursor,Cuculidae,Cuculiformes,0,3,44.52488386,-23.84250283,0,0,0,0
Coua_delalandei,Cuculidae,Cuculiformes,1,1,NA,NA,0,0,0,0
Coua_gigas,Cuculidae,Cuculiformes,0,3,44.76459232,-20.21740818,0,0,0,0
Coua_reynaudii,Cuculidae,Cuculiformes,1,1,47.63845527,-18.96563979,0,0,0,0
Coua_ruficeps,Cuculidae,Cuculiformes,1,6,45.15487825,-19.98562736,0,0,0,0
Coua_serriana,Cuculidae,Cuculiformes,0,1,48.99792095,-16.09803792,0,0,0,0
Coua_verreauxi,Cuculidae,Cuculiformes,1,1,44.67499432,-24.51917345,0,0,0,0
Crax_alberti,Cracidae,Galliformes,1,1,-74.24565025,9.599574784,0,0,0,0
Crax_alector,Cracidae,Galliformes,1,6,-61.43427843,2.777793782,0,0,0,0
Crax_blumenbachii,Cracidae,Galliformes,1,6,-40.6115255,-18.50803133,0,0,0,0
Crax_daubentoni,Cracidae,Galliformes,1,6,-68.0447483,9.017228771,0,0,0,0
Crax_fasciolata,Cracidae,Galliformes,1,6,-53.35737408,-15.06414118,0,0,0,0
Crax_globulosa,Cracidae,Galliformes,1,6,-68.34939047,-8.10141157,0,0,0,0
Crax_rubra,Cracidae,Galliformes,1,1,-87.88402559,14.20566507,0,0,0,0
Creagrus_furcatus,Laridae,Charadriiformes,0,5,-90.71590172,-0.219196806,0,0,0,0
Crecopsis_egregia,Rallidae,Gruiformes,0,6,20.73748519,-5.067032061,0,0,0,0
Crex_crex,Rallidae,Gruiformes,0,6,61.38700572,54.99093554,0,0,0,0
Crinifer_piscator,Musophagidae,Musophagiformes,0,6,2.504000369,9.813423087,0,0,0,0
Crinifer_zonurus,Musophagidae,Musophagiformes,0,6,32.44081679,6.826098474,0,0,0,0
Crossoptilon_auritum,Phasianidae,Galliformes,1,3,102.0764237,35.19670711,1,0,0,1
Crossoptilon_crossoptilon,Phasianidae,Galliformes,1,6,98.61476635,29.50640794,0,0,0,0
Crossoptilon_harmani,Phasianidae,Galliformes,1,6,92.88278697,29.47059653,1,0,0,1
Crossoptilon_mantchuricum,Phasianidae,Galliformes,1,6,112.7312245,38.19888956,0,0,0,0
Crotophaga_ani,Cuculidae,Cuculiformes,1,6,-58.5885154,-9.414925042,0,0,0,0
Crotophaga_major,Cuculidae,Cuculiformes,1,6,-57.35165254,-8.554966354,0,0,0,0
Crotophaga_sulcirostris,Cuculidae,Cuculiformes,1,6,-85.95595691,12.62523605,0,0,0,0
Cryptophaps_poecilorrhoa,Columbidae,Columbiformes,1,1,121.1057565,-1.574218082,0,0,0,0
Crypturellus_atrocapillus,Tinamidae,Tinamiformes,0,1,-67.37734137,-14.82467028,0,0,0,0
Crypturellus_bartletti,Tinamidae,Tinamiformes,0,1,-69.81689352,-7.644740183,0,0,0,0
Crypturellus_berlepschi,Tinamidae,Tinamiformes,0,1,-77.76393194,3.410109116,0,0,0,0
Crypturellus_boucardi,Tinamidae,Tinamiformes,0,3,-88.58527187,15.53326201,0,0,0,0
Crypturellus_brevirostris,Tinamidae,Tinamiformes,0,1,-64.85605904,-3.356180267,0,0,0,0
Crypturellus_casiquiare,Tinamidae,Tinamiformes,0,3,-67.96211154,1.812837868,0,0,0,0
Crypturellus_cinereus,Tinamidae,Tinamiformes,0,6,-63.40875663,-3.810019213,0,0,0,0
Crypturellus_cinnamomeus,Tinamidae,Tinamiformes,0,1,-94.16525828,18.70737193,0,0,0,0
Crypturellus_duidae,Tinamidae,Tinamiformes,0,3,-67.11493186,4.652424351,0,0,0,0
Crypturellus_erythropus,Tinamidae,Tinamiformes,0,3,-74.89509529,7.73513799,0,0,0,0
Crypturellus_kerriae,Tinamidae,Tinamiformes,0,6,-77.6560463,7.180944527,0,0,0,0
Crypturellus_noctivagus,Tinamidae,Tinamiformes,0,3,-43.2997363,-16.7966456,0,0,0,0
Crypturellus_obsoletus,Tinamidae,Tinamiformes,0,6,-56.54495712,-19.55613999,0,0,0,0
Crypturellus_parvirostris,Tinamidae,Tinamiformes,0,6,-51.2550782,-13.44032317,0,0,0,0
Crypturellus_ptaritepui,Tinamidae,Tinamiformes,0,3,-62.18684915,5.841826021,0,0,0,0
Crypturellus_soui,Tinamidae,Tinamiformes,0,1,-60.44634461,-4.59485913,0,0,0,0
Crypturellus_strigulosus,Tinamidae,Tinamiformes,0,3,-57.73387475,-8.827208564,0,0,0,0
Crypturellus_tataupa,Tinamidae,Tinamiformes,0,3,-51.68949561,-18.70467219,0,0,0,0
Crypturellus_transfasciatus,Tinamidae,Tinamiformes,0,3,-80.41116829,-3.00167979,0,0,0,0
Crypturellus_undulatus,Tinamidae,Tinamiformes,0,3,-59.43708625,-8.587291177,0,0,0,0
Crypturellus_variegatus,Tinamidae,Tinamiformes,0,3,-62.57560851,-3.048727052,0,0,0,0
Cuculus_canorus,Cuculidae,Cuculiformes,0,6,83.1447508,54.33470934,0,0,0,0
Cuculus_clamosus,Cuculidae,Cuculiformes,1,6,21.11018166,-3.555370849,0,0,0,0
Cuculus_crassirostris,Cuculidae,Cuculiformes,0,1,121.0631909,-1.591930086,0,0,0,0
Cuculus_fugax,Cuculidae,Cuculiformes,0,6,116.2019566,26.22609705,0,0,0,0
Cuculus_gularis,Cuculidae,Cuculiformes,0,3,17.95134178,-3.9655469,0,0,0,0
Cuculus_lepidus,Cuculidae,Cuculiformes,0,1,106.7449118,-2.150769748,0,0,0,0
Cuculus_micropterus,Cuculidae,Cuculiformes,0,1,107.4594448,25.33884274,0,0,0,0
Cuculus_optatus,Cuculidae,Cuculiformes,0,6,104.856231,58.43883342,0,0,0,0
Cuculus_pallidus,Cuculidae,Cuculiformes,0,6,134.4180391,-25.75659035,0,0,0,0
Cuculus_poliocephalus,Cuculidae,Cuculiformes,0,6,112.850641,33.04129724,0,0,0,0
Cuculus_rochii,Cuculidae,Cuculiformes,0,6,46.72593526,-19.31514452,0,0,0,0
Cuculus_saturatus,Cuculidae,Cuculiformes,0,6,106.0032309,27.67965647,0,0,0,0
Cuculus_solitarius,Cuculidae,Cuculiformes,0,3,22.02516763,-5.155058463,0,0,0,0
Cuculus_sparverioides,Cuculidae,Cuculiformes,0,6,106.1839638,27.37485455,0,0,0,0
Cuculus_vagans,Cuculidae,Cuculiformes,0,1,107.6662135,1.96942827,0,0,0,0
Cuculus_varius,Cuculidae,Cuculiformes,0,3,81.04714182,21.88126559,0,0,0,0
Cursorius_coromandelicus,Glareolidae,Charadriiformes,0,2,77.85323228,22.73318617,0,0,0,0
Cursorius_cursor,Glareolidae,Charadriiformes,0,2,25.47005408,23.97311662,0,0,0,0
Cursorius_rufus,Glareolidae,Charadriiformes,0,2,20.11206545,-26.85594967,0,0,0,0
Cursorius_somalensis,Glareolidae,Charadriiformes,0,6,44.58121039,9.718205215,0,0,0,0
Cursorius_temminckii,Glareolidae,Charadriiformes,0,2,18.95141442,-4.670343554,0,0,0,0
Cyanochen_cyanoptera,Anatidae,Anseriformes,1,6,37.96638312,9.510901671,0,0,0,0
Cyanolimnas_cerverai,Rallidae,Gruiformes,0,4,-81.39348484,22.44015042,0,0,0,0
Cyanoliseus_patagonus,Psittacidae,Psittaciformes,1,6,-67.25555333,-37.33672358,1,1,0,1
Cyanophaia_bicolor,Trochilidae,Caprimulgiformes,1,6,-61.15628529,14.9624212,0,0,0,0
Cyanopsitta_spixii,Psittacidae,Psittaciformes,1,3,-39.9,-9.133301352,1,0,0,1
Cyanoramphus_auriceps,Psittaculidae,Psittaciformes,1,3,170.8045089,-42.97457882,1,1,0,1
Cyanoramphus_cookii,Psittaculidae,Psittaciformes,1,3,168.0370344,-29.00610086,1,1,0,1
Cyanoramphus_forbesi,Psittaculidae,Psittaciformes,1,1,-176.3026913,-44.27483834,1,1,0,1
Cyanoramphus_hochstetteri,Psittaculidae,Psittaciformes,1,3,NA,NA,1,1,0,1
Cyanoramphus_malherbi,Psittaculidae,Psittaciformes,1,6,171.9783578,-42.86746295,1,1,0,1
Cyanoramphus_novaezelandiae,Psittaculidae,Psittaciformes,1,3,171.8062892,-45.78010545,1,1,0,1
Cyanoramphus_saisseti,Psittaculidae,Psittaciformes,1,3,165.48473,-21.33462891,1,1,0,1
Cyanoramphus_ulietanus,Psittaculidae,Psittaciformes,0,NA,NA,NA,0,0,0,0
Cyanoramphus_unicolor,Psittaculidae,Psittaciformes,1,6,178.8016369,-49.68620564,1,0,0,1
Cyanoramphus_zealandicus,Psittaculidae,Psittaciformes,1,NA,NA,NA,1,1,0,1
Cyclopsitta_diophthalma,Psittaculidae,Psittaciformes,1,6,140.4183029,-5.950475501,1,1,1,1
Cyclopsitta_gulielmitertii,Psittaculidae,Psittaciformes,1,6,141.8317353,-6.027197005,1,1,0,1
Cygnus_atratus,Anatidae,Anseriformes,0,4,133.1760411,-23.91881114,0,0,0,0
Cygnus_buccinator,Anatidae,Anseriformes,0,4,-129.8574126,57.66510049,0,0,0,0
