Wavelength[nm];Acvu1;Acvu2;Acvu3;Agag1;Agag2;Agag3;Alsc_db1 ;Alsc_db2 ;Alsc_db3 ;Alsc_dg1;Alsc_dg2;Alsc_dg3;Alsc_lb1;Alsc_lb2;Alsc_lb3;Amgu_p1 ;Amgu_p2 ;Amgu_p3 ;Amgu1 ;Amgu2 ;Amgu3 ;Cisa1;Cisa2;Cisa3;Cobe_db1 ;Cobe_db2 ;Cobe_db3 ;Cobe_lb1 ;Cobe_lb2 ;Cobe_lb3 ;Cypa_b1;Cypa_b2;Cypa_b3;Nesp_b1;Nesp_b2;Nesp_b3;Nesp_db1;Nesp_db2;Nesp_db3;Poma_b1;Poma_b2;Poma_b3;Poma_p1;Poma_p2;Poma_p3;Psch1;Psch2;Psch3;Psoo1;Psoo2;Psoo3;Psro_b1 ;Psro_b2 ;Psro_b3 ;Pymo1 ;Pymo2 ;Pymo3 ;Tasy1;Tasy2;Tasy3
499,23;60,28728843;64,45749649;61,70973966;29,01255999;18,84045364;24,85636646;8,117442872;7,022636797;8,369596219;13,79910649;6,340028496;13,472491;19,59189949;80,72408918;60,57904729;40,48400472;39,00874605;27,74091588;41,30814;38,41184856;49,09276022;8,017898479;10,82037361;8,218764174;1,347613616;1,121402377;2,384544323;41,75549773;46,5886082;28,45751664;39,19644326;27,26796156;25,85464727;5,046833257;5,514972396;5,153618501;4,173945208;3,85563801;3,856658309;21,83815448;16,32079696;14,0945273;11,25101641;10,48904685;10,31900393;13,50730895;20,49983681;14,91727945;49,39060281;43,58489766;53,94125815;18,46791663;17,75340632;22,6948472;10,81803978;17,29551865;11,34926443;12,88606769;22,33459391;26,06647198
499,816;59,92471746;63,94813054;61,24483363;28,93746356;18,81187343;24,89656644;8,086814086;6,958183845;8,30443795;13,91860293;6,382814004;13,55587567;19,6356147;80,99822376;60,63971341;40,32047243;38,95668327;27,85241349;41,42604777;38,52603786;49,34847677;7,960332035;10,82385038;8,111419659;1,351778747;1,079024413;2,331091392;41,68499762;46,67585115;28,54124094;39,2943725;27,31047231;25,95475759;5,001441073;5,479237693;5,114194678;4,15710966;3,858852043;3,855094416;21,75015733;16,38919213;14,10192844;11,22526406;10,41394282;10,28507011;13,49626571;20,57521249;14,95358529;49,67156137;43,95971322;54,31081304;18,53421661;17,7474062;22,75103655;10,8081752;17,34286519;11,35210455;12,71193713;22,15598126;25,76692884
500,401;59,39939176;63,53177049;60,88694496;28,92274192;18,89742797;24,81671111;8,138022624;6,974733083;8,332380439;14,05946294;6,412408473;13,65466321;19,74445333;81,10654644;60,74348307;40,33333547;38,7798611;27,95505567;41,56983317;38,56261893;49,5222884;7,949212093;10,71520029;7,98499885;1,290809773;1,104048852;2,271648625;41,95716025;46,76495036;28,73002433;39,22745068;27,21426268;26,04266577;5,018388201;5,470731726;5,103572616;4,173869329;3,847619872;3,844342717;21,8508648;16,31874695;14,14479882;11,18586496;10,37786256;10,28504513;13,59014532;20,57135755;14,99495377;49,63054231;44,21677049;54,42972895;18,64246806;17,85655245;22,96453223;10,84501571;17,36942446;11,44451874;12,58683653;21,97062845;25,60109579
500,987;59,10091708;63,08670039;60,37599894;28,73877202;18,84906396;24,72630938;8,143912863;7,016855506;8,286288904;14,12167362;6,45407697;13,79746534;19,86110531;81,44053366;60,91052028;40,12410567;38,63729942;27,96188066;41,58310819;38,62610789;49,69054222;7,965018584;10,72040946;8,029377717;1,250104902;1,052091232;2,251252011;42,03252286;46,96853647;28,81223539;39,31989107;27,27996599;25,88999485;4,969436238;5,495868038;5,057217594;4,170052999;3,854749857;3,854545972;21,87035685;16,43819818;14,16632674;11,18553582;10,3800487;10,2432585;13,56216863;20,55892824;14,98562386;49,90186304;44,6785803;54,70744968;18,64210213;17,92949081;23,08782889;10,85551874;17,43593569;11,50243565;12,57642901;21,86812521;25,36776747
501,572;58,66631647;62,627331;59,88800645;28,75171171;18,78696034;24,66300806;8,083035129;7,036376157;8,305019024;14,2937574;6,496983513;13,90178899;19,83904148;81,55636439;60,99893987;40,23611475;38,57930246;28,03069306;41,76512024;38,8695976;49,93385962;7,828804035;10,64464019;7,943285584;1,227070452;0,982657447;2,248269569;42,14637715;46,91979052;28,70643645;39,38715704;27,3391273;26,08115333;4,914788762;5,448024855;5,046434961;4,124349232;3,83614186;3,844515776;21,87153039;16,45254244;14,10588384;11,18135987;10,36550923;10,20716663;13,53430045;20,62553198;15,00993377;50,32219442;45,14653855;55,18780668;18,77961555;17,94350134;23,22430082;10,87492926;17,47071915;11,53799679;12,52007588;21,71417494;25,26940765
502,158;58,22587168;62,14155518;59,56770739;28,60252115;18,6396703;24,51311006;8,06318497;6,985920018;8,283465733;14,38198766;6,51192465;14,01620679;20,00049588;82,07589018;61,26964405;40,05751905;38,47562343;28,10838434;41,96913724;38,81617612;50,12559913;7,776868137;10,63503896;7,861121905;1,263539783;1,024250267;2,244067063;42,21031922;46,98231616;28,89930347;39,36991457;27,38370664;26,0547974;4,917483782;5,420059058;5,016712952;4,134802122;3,824347864;3,862475992;21,9241451;16,36461169;14,19977898;11,16419121;10,4112552;10,20599262;13,5725118;20,57839116;15,02189447;50,49767686;45,46228098;55,5777952;18,90695969;17,97028245;23,32178619;10,87220372;17,48399264;11,57777595;12,3638376;21,4962567;24,96377683
502,743;57,82570668;61,77005937;59,05747846;28,74389529;18,78188252;24,53591947;8,044485057;6,989983274;8,292469692;14,56274994;6,566973499;14,12098947;20,09691309;82,08807159;61,24223333;39,98706241;38,22677034;28,03349936;41,98889075;38,74792336;50,29451146;7,75649912;10,55597463;7,708669738;1,254623702;0,953184683;2,199010178;42,19183897;47,07994803;28,90259196;39,34394897;27,36579432;25,96446434;4,903135576;5,385786749;5,002894556;4,114412678;3,8206556;3,842561722;21,90709642;16,47466175;14,20919041;11,05359784;10,38895781;10,14438712;13,58976494;20,62647411;15,08071711;50,69741096;45,808465;55,67378568;18,88058435;18,08379701;23,29987804;10,89317198;17,49743196;11,59102555;12,36865294;21,36900122;24,8642326
503,329;57,47335781;61,42194423;58,62162493;28,54910584;18,70503966;24,4866524;8,108073858;6,972434431;8,252565563;14,70065399;6,6024464;14,2158105;20,16791126;82,17885004;61,48281634;40,00124472;38,1823188;28,25127565;42,25932343;39,07257227;50,6350821;7,705255011;10,52869458;7,610420901;1,240994418;0,997094899;2,185386802;42,5354691;47,32389291;29,00987274;39,54313109;27,33647245;26,12534736;4,875383264;5,398065814;4,964555632;4,094286274;3,849422467;3,833937973;21,94380566;16,53203116;14,29922395;11,07197408;10,37759768;10,16161155;13,54862226;20,70315157;15,1038943;50,86761693;45,8528489;55,86876169;19,1064193;18,26349675;23,47237819;10,93658875;17,66140686;11,73250069;12,23976448;21,27638815;24,68129896
503,914;57,15418564;61,07221498;58,26782586;28,58384047;18,77342081;24,52016532;8,089600792;6,992874082;8,277454921;14,78489243;6,619143161;14,44861206;20,20726155;82,42783802;61,62484243;39,87073969;38,05384731;28,26923829;42,39977232;39,1513911;50,81088915;7,66174382;10,49509313;7,582586788;1,193910085;0,964162576;2,176914393;42,5430667;47,35463973;29,11876792;39,61679644;27,3247875;26,17581784;4,899240429;5,364700573;4,98668249;4,137808443;3,855373271;3,87234714;21,96293512;16,63911799;14,19671726;11,0179807;10,27554355;10,11291635;13,64079394;20,68971841;15,06332085;51,11632443;46,3454701;56,1864737;19,08889941;18,32589498;23,66825954;10,93129259;17,61814147;11,66852915;12,17120803;21,12048195;24,60113684
504,5;56,68861211;60,68857171;57,80847671;28,66078232;18,63785746;24,47202897;8,079018704;6,950072283;8,26733043;14,93235844;6,695333482;14,57865308;20,29592356;82,6218151;61,62632506;39,79843978;38,08724196;28,37524707;42,5523611;39,26367158;51,19955618;7,555973777;10,45023224;7,595377718;1,19350286;0,959567134;2,128694674;42,6606209;47,48915814;29,20220446;39,58869946;27,46650606;26,20620305;4,841360114;5,373509958;4,957983403;4,122655875;3,858758509;3,865387121;21,98003438;16,55987249;14,30273058;11,07275509;10,3574001;10,09320459;13,60375279;20,66628292;15,05770752;51,40042418;46,61709579;56,64189975;19,27602726;18,39997781;23,79623941;10,93106253;17,67051104;11,78105519;12,06579968;20,82300396;24,33463759
505,085;56,31465209;60,19535468;57,45448041;28,54572404;18,66982685;24,49482947;8,062807646;6,972702188;8,179931022;15,05838829;6,695118201;14,65256531;20,31184968;82,74477753;61,84367788;39,73559156;37,9286098;28,3465831;42,65770536;39,31341052;51,20850587;7,608683754;10,49042681;7,56537676;1,165006966;0,956488876;2,081996727;42,74027822;47,72610175;29,23473323;39,53492934;27,45085817;26,1825283;4,797059982;5,332573741;4,888941982;4,107264868;3,819842906;3,852044281;21,98841344;16,60017693;14,31200778;10,99792238;10,30185915;10,0129993;13,56108111;20,60439119;15,02065069;51,70246743;47,09212105;57,08270565;19,32474503;18,47898502;23,71768527;10,94932582;17,72534354;11,73648499;12,03738166;20,7043227;24,24377261
505,67;56,00335136;59,86112578;57,18390878;28,51254463;18,62597304;24,49801704;8,050343909;6,937385695;8,218471888;15,16721051;6,707446662;14,78254661;20,37806726;82,7752207;61,74394354;39,69519953;37,84275252;28,51289669;42,86519993;39,40650621;51,4509917;7,522492643;10,45425524;7,498850532;1,164711829;0,900204504;2,095351478;42,93473823;47,78642169;29,3537203;39,62276186;27,48709764;26,17734084;4,74964524;5,323633516;4,879165602;4,072267567;3,817239754;3,832351541;22,05716153;16,58483469;14,32889408;10,97799106;10,29344378;10,04677361;13,57091425;20,61921123;14,98343128;51,81419013;47,41660907;57,22821304;19,4676825;18,6198952;23,86698754;10,90260755;17,68066224;11,76817792;11,97271504;20,57990901;24,05385685
506,255;55,657719;59,40343297;56,70112484;28,45431914;18,63098793;24,35955558;8,028561054;6,936523469;8,170495688;15,24971078;6,705795618;14,84485795;20,44509086;83,00364185;62,06488896;39,63637543;37,85871764;28,69246644;43,01386833;39,59508134;51,82433247;7,469291417;10,32086924;7,3579635;1,114345797;0,858477279;1,980385313;42,92044799;47,79309122;29,37811431;39,64300913;27,54875928;26,27486061;4,707091837;5,271000231;4,828426322;4,044589687;3,788519345;3,802505696;22,09282855;16,69522448;14,37289344;10,98405786;10,29016349;10,04778051;13,51128596;20,55858663;14,98755801;51,99149332;47,66704518;57,30150401;19,41054298;18,55793942;23,7737811;10,85584163;17,67232771;11,76705713;11,8641566;20,3418068;23,73625756
506,841;55,14772593;59,02257179;56,19406111;28,4452486;18,56699237;24,3578895;8,088103133;6,915741361;8,172568518;15,40389477;6,787922861;14,95198351;20,44540638;83,1679741;62,16683014;39,58277799;37,59570351;28,66703329;43,12013574;39,62146523;51,93538425;7,504392877;10,3501225;7,344938004;1,189073645;0,909316792;2,079196916;43,0614032;48,03859865;29,54051236;39,72331787;27,51199548;26,29459715;4,763501371;5,273745397;4,861198931;4,051579866;3,840289637;3,845806802;22,18688301;16,73876405;14,38205352;10,95986788;10,29552452;10,05682665;13,5948506;20,56650687;15,02568121;52,10793501;47,94042978;57,60857424;19,62144095;18,78527628;24,09872734;10,90941033;17,78603897;11,84157026;11,8235912;20,18459495;23,61284136
507,426;54,90503308;58,65067711;55,83371818;28,29859271;18,53988225;24,29093543;8,098433723;6,949423828;8,202276131;15,52951543;6,770249755;15,07135162;20,50548198;83,46436553;62,18047906;39,38827037;37,60401414;28,69730283;43,18420145;39,6164649;52,22058898;7,422412523;10,27388177;7,271345215;1,178409336;0,854264623;2,077857442;42,90354409;48,09638567;29,60699661;39,76567127;27,44231987;26,32022943;4,718384308;5,264523617;4,813557314;4,066738167;3,824039873;3,823812408;22,21050988;16,79198947;14,39281934;10,98543484;10,26025485;10,05786155;13,64802422;20,55483507;15,05097394;52,28603798;48,25178494;57,75890813;19,60584771;18,70696786;23,99925787;10,82263268;17,77700028;11,91522304;11,67230455;19,90139064;23,44532871
508,011;54,49917149;58,09703644;55,60287207;28,36007219;18,6195594;24,38026429;8,053701735;6,95738049;8,213383606;15,64801023;6,795595001;15,12200275;20,53976213;83,35540086;62,24915707;39,43116161;37,45371595;28,7906682;43,31189325;39,74530383;52,4824817;7,402174472;10,25059076;7,282117033;1,13792172;0,849970671;2,015780004;43,2654696;48,29202762;29,71960918;39,81952292;27,51555158;26,24041613;4,710952359;5,2609821;4,830069441;4,063872509;3,83547937;3,843752119;22,17893126;16,69121209;14,3903147;10,87728104;10,27534305;9,942752204;13,62888162;20,58229671;14,97972564;52,53965156;48,53144739;58,00265929;19,84748551;18,84046049;24,12611147;10,94722739;17,81557417;11,95899102;11,61544927;19,80648632;23,2685778
508,596;54,14923298;57,75298393;55,30207992;28,35407637;18,53595218;24,20736392;8,050316344;6,898693968;8,18704911;15,73413449;6,846271955;15,2343331;20,55785374;83,2615848;62,28558351;39,35798687;37,43407632;28,81782047;43,41449849;39,90394946;52,69114784;7,330639537;10,21282191;7,182759589;1,071478375;0,806589095;1,943837784;43,25973926;48,30045107;29,64046253;39,9044347;27,5651745;26,31233024;4,662347578;5,243625223;4,784374045;4,056861527;3,787603716;3,845223386;22,2941163;16,79250573;14,4049704;10,89965727;10,17602494;9,887243064;13,54358187;20,57437402;15,00582157;52,62107676;48,84425545;58,17093804;19,88757098;18,89487096;24,23448019;10,86221229;17,78733156;11,92509645;11,52892155;19,53121118;22,97824054
509,181;53,74140172;57,42695787;55,00119113;28,22152103;18,47127279;24,19242917;8,061354156;6,956284519;8,190977545;15,8248137;6,843163309;15,38896278;20,64202677;83,67658592;62,45187215;39,36421865;37,29909454;28,84804482;43,6214446;39,92044752;52,95367405;7,297559591;10,22487354;7,193956593;1,066160975;0,777841024;1,927638878;43,29914771;48,35832182;29,87429525;39,85672375;27,5341523;26,29998118;4,670520113;5,191823374;4,810392342;4,022377048;3,816609225;3,84211133;22,27110827;16,83424358;14,49114605;10,8873201;10,27415639;9,982164133;13,5518995;20,51701795;14,9662311;52,78878251;49,27300609;58,49513315;19,92650578;18,9583519;24,32526705;10,83559242;17,78739182;11,99033998;11,45981818;19,44432341;22,93352159
509,766;53,54407977;57,09335571;54,71993334;28,19374594;18,40028338;24,18060846;8,02678429;6,950623646;8,160968135;15,95782007;6,892162975;15,5301174;20,58436014;83,61542294;62,49881144;39,27865762;37,13714308;28,87882768;43,67524065;39,98479344;53,17635368;7,282915901;10,10961894;7,079755918;1,107552274;0,819696137;1,948966855;43,39379907;48,37003277;29,71752061;40,02234874;27,63047163;26,3763638;4,638086739;5,182621018;4,775986803;4,025773273;3,800932633;3,861372674;22,30651005;16,88175248;14,47807305;10,85207083;10,21339685;9,942685843;13,50765686;20,4162905;14,95421165;53,02118746;49,51860814;58,74325603;19,98702343;18,95432305;24,33878483;10,86300093;17,8352048;12,00608274;11,35384245;19,24669446;22,61619529
510,351;53,17669919;56,72551896;54,2617944;28,04666699;18,4527402;24,15138588;8,059166141;6,944221942;8,148703044;15,98427958;6,901364271;15,55730538;20,61321295;83,91039015;62,59635811;39,30816915;37,23157543;28,88954828;43,81781284;40,16000473;53,33008796;7,283166036;10,05095183;6,999380164;1,046765963;0,788453253;1,955118383;43,60430829;48,60141305;29,93636192;40,12511951;27,59220459;26,41651381;4,612409387;5,142296562;4,738515625;4,04038382;3,801955157;3,848270454;22,27369867;16,88387597;14,54710829;10,86594519;10,21167832;9,959204746;13,45584509;20,45189305;14,97297551;53,20509121;49,88248962;59,05373675;20,08308283;19,05019426;24,39907282;10,83575266;17,88683041;12,08449178;11,31876574;19,05281862;22,38198255
510,936;52,99155984;56,53302608;54,09112038;28,15719604;18,40430154;24,15856678;8,032163277;6,97529788;8,176182098;16,14065577;6,96301451;15,67567351;20,70568587;83,79498158;62,73788503;39,17381513;37,16412034;29,08650019;43,94348511;40,21936116;53,60706479;7,183992105;10,00314727;6,949847576;1,107440077;0,83851995;1,973955663;43,66748163;48,72065226;30,08510716;40,36410728;27,67281469;26,48889611;4,640461984;5,160103364;4,740513414;4,032193575;3,838524265;3,861109123;22,27697237;16,92111675;14,50061105;10,81829707;10,2379672;9,902996743;13,5279599;20,43273722;14,97074503;53,45835717;50,28489949;59,24066209;20,2122344;19,30877588;24,587338;10,88880819;17,90705527;12,09892627;11,15279579;18,92679161;22,22818898
511,521;52,55424558;56,16744981;53,75485242;28,15183811;18,43065723;24,17126676;8,035737913;6,941883467;8,088321116;16,21220875;6,956794421;15,70393931;20,73071693;83,73839852;62,50473338;39,15668395;37,09586109;29,05386282;43,91879688;40,20828894;53,52656971;7,196910184;10,02304793;6,926869717;1,036015484;0,788327222;1,927349065;43,56965644;48,68502825;30,02167898;40,33642848;27,69744705;26,47081676;4,576475516;5,164433376;4,691349901;4,022967728;3,783983311;3,817829878;22,43557197;17,01187316;14,53200112;10,82669759;10,1941032;9,896680757;13,46206696;20,38894481;14,90013366;53,48906349;50,71588746;59,31334006;20,30629586;19,35814557;24,73604236;10,80937764;17,83017216;12,11818145;11,13153532;18,76697063;21,98190877
512,106;52,25513521;55,69036382;53,11579688;28,1590949;18,41323977;24,0937816;8,023063858;6,889843212;8,100611634;16,24134107;6,980744378;15,80312194;20,70497689;84,02246859;62,66938083;39,00378629;36,90357686;29,0919527;44,11252187;40,25914214;53,73750818;7,143637653;9,936337758;6,857005668;1,066042668;0,795506465;1,935451811;43,74350221;48,83130893;30,07725412;40,32867346;27,76447473;26,51015008;4,533703015;5,081070148;4,64163966;3,989681519;3,776625168;3,804750794;22,49686286;17,07655985;14,57865431;10,88025862;10,13983587;9,907753454;13,44623143;20,3162581;14,88304252;53,66533277;50,83029216;59,53029876;20,40978759;19,43133828;24,9345854;10,8807614;17,89784099;12,23134476;10,9867543;18,57684775;21,75158204
512,691;51,79988375;55,34564266;52,77436366;28,09247713;18,35743821;24,07744456;8,005461048;6,920206838;8,09141479;16,36091039;6,985062113;15,90940348;20,68731523;83,94326043;62,80153723;38,91011459;36,84421551;29,17085668;44,12825343;40,38213997;54,08724562;7,076761034;9,999463576;6,822437323;1,02793483;0,758984197;1,885103574;43,8407817;48,91684332;30,30629183;40,46288055;27,87344472;26,51357776;4,563213049;5,090973708;4,665411872;3,980542842;3,785398363;3,806026192;22,5489267;17,09589524;14,50944795;10,83979708;10,1896841;9,886815165;13,42393212;20,24186667;14,82385577;53,8163703;51,09422738;59,72648042;20,43587582;19,48868872;24,71965804;10,8197472;17,84145099;12,19106827;11,01614547;18,40238724;21,68133981
513,276;51,58298572;55,03402735;52,38365538;28,00302496;18,27160508;24,10214482;7,955452987;6,860263521;8,053632948;16,39513391;7,002970466;15,9203991;20,75496501;84,15138203;62,86929928;38,88772698;36,81887247;29,19208505;44,1679647;40,48199102;54,23801949;7,144491964;9,890872804;6,813689556;1,012820117;0,740451205;1,872757408;43,94766452;49,11275945;30,36628138;40,56195537;27,81056036;26,59660834;4,522080333;5,018840778;4,621130268;3,953316793;3,759597876;3,791503606;22,48648831;17,10716227;14,56401444;10,75833298;10,14802308;9,870783064;13,39901227;20,21670239;14,85196535;53,92397122;51,51653181;59,87328877;20,5714275;19,53070848;24,99143301;10,83079392;17,89845437;12,22837142;10,88068368;18,33665336;21,44298189
513,861;51,25320537;54,60495398;52,16887533;27,93274062;18,29594011;23,95689123;8,004224451;6,878300695;8,087118423;16,51112741;7,0422181;16,07918726;20,75882947;84,32088015;63,03037597;38,82376027;36,75563861;29,21288124;44,36838143;40,4250248;54,24369346;7,082295258;9,84060918;6,777938567;0,969492468;0,738168725;1,838183386;43,96237374;49,22750203;30,38070657;40,45628251;27,75149272;26,54691219;4,503001367;5,031553306;4,627520657;3,989160249;3,775983846;3,803659906;22,6288298;17,15588007;14,61204143;10,80424791;10,15772163;9,906638132;13,38181303;20,26656566;14,83857227;54,095145;51,5058261;60,12782923;20,67551465;19,70918874;25,02722635;10,81737691;17,75657495;12,20849732;10,74287959;18,08098492;21,28309714
514,446;50,8382693;54,33121047;51,82106465;27,91674988;18,24523883;24,05378378;8,009706649;6,914497491;8,029206086;16,65147986;7,073521518;16,1458348;20,7307566;84,32164688;63,03991487;38,8104553;36,65686824;29,242716;44,43168239;40,50528575;54,5248156;7,090208465;9,879225097;6,70620497;0,949023896;0,723713011;1,832040425;44,03311248;49,2685606;30,40380628;40,44864261;27,86879233;26,63162833;4,515964394;5,038319007;4,627804711;4,010194597;3,823340931;3,855144392;22,60981571;17,2138057;14,53687777;10,75935431;10,13407122;9,834899758;13,40740687;20,20341033;14,78639893;54,08410075;51,70394954;60,24630928;20,72324934;19,75309573;24,99977664;10,81940772;17,69296697;12,20474139;10,75411123;18,00144361;20,96969123
515,031;50,51664801;54,01149281;51,44436806;27,94812698;18,20597147;23,93265609;7,971057921;6,876386271;8,026885612;16,6799006;7,070917833;16,19486945;20,77983432;84,25437326;63,11346888;38,70447202;36,67917078;29,21917752;44,38235701;40,425996;54,52525383;6,985532146;9,780583809;6,565752993;0,968478336;0,696967989;1,85715413;44,06034908;49,47117699;30,61522934;40,51842026;27,88824956;26,62094404;4,472176146;4,987805645;4,586602197;3,962204562;3,798053894;3,822031193;22,63297364;17,18993897;14,64015384;10,79124283;10,12734214;9,851000082;13,34182254;20,10075534;14,78065384;54,27743471;52,0357836;60,40374274;20,86414768;19,79365067;25,18213675;10,84273037;17,71719;12,36293936;10,66907226;17,68151118;20,78174035
515,615;50,13200825;53,60662062;51,19306431;27,75935641;18,17992916;23,78898002;7,968635674;6,895629628;8,054082248;16,70512826;7,075916147;16,32367329;20,76061729;84,36011272;63,198199;38,70284328;36,57373335;29,21703684;44,49604807;40,58023427;54,71266898;6,998954223;9,809241173;6,630320451;0,959729069;0,737962272;1,772715233;43,98379164;49,47034557;30,59072109;40,56418295;27,85221034;26,65635704;4,437291146;4,996790697;4,564322335;3,950893677;3,790577124;3,834924153;22,65153475;17,28090805;14,68566051;10,7829825;10,11147094;9,864633085;13,35961656;20,06010972;14,78012223;54,1961635;52,09914971;60,27650308;20,91361698;19,73149576;25,25294552;10,80869053;17,67479246;12,2782157;10,61273706;17,58107147;20,67554976
516,2;49,82329968;53,32200623;50,89034983;27,79108963;18,2354765;23,92117554;7,959480177;6,929750833;8,005752755;16,76728782;7,084669594;16,29039417;20,70798662;84,25530551;63,12660434;38,69072373;36,57217095;29,25900366;44,46455309;40,50638206;54,70676278;6,978232996;9,808259515;6,546876893;0,966275064;0,666087494;1,822623507;44,32824377;49,45500041;30,72269861;40,60190233;27,86655763;26,65078542;4,419308965;4,992558356;4,565094661;3,958220625;3,788824726;3,823221399;22,622961;17,28972891;14,68062662;10,70712105;10,09538543;9,798816317;13,2925146;20,05404277;14,64304839;54,56667778;52,4446115;60,5613861;20,96575771;19,89393559;25,3165362;10,73609266;17,70669157;12,25568369;10,57392228;17,50913155;20,44803072
516,785;49,61608338;52,9847882;50,56383312;27,74766025;18,14317582;23,9281357;7,937484103;6,853805892;8,003818484;16,85272379;7,068971484;16,42395185;20,79462026;84,46499563;63,25861503;38,62279345;36,44977532;29,28280073;44,47113503;40,47532413;54,77302734;6,987496656;9,775512767;6,555534848;0,956863212;0,689828258;1,814523665;44,41245383;49,57252171;30,74335212;40,70445918;27,91152924;26,69211097;4,381629206;4,929063752;4,515207073;3,929879861;3,767290238;3,774126805;22,81801228;17,36581028;14,75701456;10,76730669;10,15835649;9,818523631;13,26302015;19,97289547;14,71558579;54,50465442;52,68513761;60,67472965;21,03773801;19,97930998;25,25698886;10,76859802;17,63102086;12,28108899;10,52887639;17,37784393;20,3788386
517,369;49,13415756;52,52840891;50,3238204;27,52848345;18,05818686;23,70163376;7,905131632;6,837262959;7,9572286;16,86636989;7,133847023;16,44254413;20,78618992;84,32801043;63,21644883;38,62513972;36,38083304;29,28974033;44,62056204;40,45194684;54,84548114;6,94689214;9,656000043;6,466688756;0,928418241;0,641615132;1,761401316;44,31846603;49,62656049;30,8447483;40,68779858;27,92764485;26,78048586;4,381269336;4,887398133;4,495640462;3,911031776;3,760104016;3,793435075;22,71775216;17,48877892;14,76985458;10,7678489;10,10511218;9,856126498;13,21157877;19,90002572;14,65585894;54,47273957;52,72817479;60,82838438;21,10934077;20,00102955;25,20067968;10,72312035;17,55525232;12,26901194;10,39942153;17,18966698;19,9631345
517,954;49,0458489;52,37758664;49,94802261;27,62149806;18,05683699;23,8786113;7,958686911;6,881624869;8,015427606;17,00040672;7,15169445;16,57316454;20,78162427;84,44822698;63,24941049;38,62131312;36,28223629;29,30552336;44,67216633;40,57527637;54,98116137;6,930192128;9,696301319;6,414319104;0,935669353;0,683860873;1,750826885;44,25234742;49,65053733;31,01419439;40,80333908;28,03656339;26,85524905;4,413620097;4,94388081;4,510407452;3,953324787;3,780772744;3,805780347;22,8820678;17,49737681;14,73620885;10,71696978;10,07088487;9,81413488;13,23040179;19,8596989;14,62388195;54,5397061;52,9742371;60,81509565;21,23983278;20,16065418;25,41072446;10,74843927;17,51321089;12,20426233;10,34289484;17,00841584;19,87976262
518,538;48,7957777;52,10972644;49,75427185;27,57538956;18,04967542;23,75569462;7,883372876;6,881047612;7,965347832;17,08928535;7,120400168;16,56066721;20,77099606;84,39339903;63,19585115;38,49841899;36,21928413;29,25654087;44,67478978;40,6435979;55,11655525;6,838385027;9,643387457;6,419532232;0,914441762;0,659412212;1,793422976;44,38443212;49,62121434;30,94774046;40,94101424;27,99355428;26,7785312;4,359456119;4,879941908;4,463939471;3,893433121;3,765032364;3,781354134;22,80788328;17,53187339;14,69918353;10,7066545;10,04773676;9,744758384;13,15621342;19,75689758;14,56568468;54,7871545;53,50715524;61,19771502;21,22671048;20,22988743;25,40449942;10,68954203;17,5712622;12,2746974;10,31201123;16,78812046;19,71836263
519,123;48,54281114;51,73146917;49,39826018;27,46194443;17,98509413;23,71144765;7,936573632;6,852752052;7,9873528;17,08985147;7,165934986;16,69008783;20,77793964;84,19922336;63,26410054;38,55711537;36,28028693;29,38354787;44,68196045;40,63679828;55,21650567;6,910012021;9,656519978;6,439675403;0,883806291;0,652760179;1,708595194;44,57858377;49,78731642;31,16197024;40,97841922;28,07329045;26,85992167;4,349849429;4,875466764;4,500833914;3,945421961;3,778936902;3,811625747;22,87263521;17,44786904;14,7059694;10,59436462;10,02542028;9,710578644;13,09718282;19,68495151;14,50384096;54,72805318;53,49307732;61,1757256;21,45068512;20,30378916;25,42274617;10,60127633;17,48328967;12,18810815;10,24015523;16,70136319;19,56518792
519,707;48,21221026;51,43398987;49,02840136;27,56980924;18,09410495;23,73988566;7,914838866;6,83690543;7,996117204;17,13875072;7,201209957;16,80822855;20,80144972;84,40462872;63,35438371;38,44925598;36,06768809;29,24712036;44,6772894;40,59057957;55,21182329;6,921263094;9,62096053;6,43721695;0,838456231;0,584355638;1,698500267;44,65000768;49,70133295;31,19579216;40,99219473;28,04882764;26,75569126;4,343855512;4,846535711;4,477613452;3,918177634;3,779544333;3,831378355;22,77593737;17,60254494;14,71681872;10,66616333;10,08709892;9,727301592;13,06003226;19,68256485;14,50634271;54,61993399;53,47389696;61,21887551;21,45979031;20,37199131;25,51020228;10,65564292;17,40736134;12,13925083;10,2051515;16,57230666;19,26949081
520,292;47,97908598;51,07077293;48,64931826;27,55783826;17,95948158;23,69106274;7,90491633;6,833379225;7,936835076;17,12255507;7,17868827;16,87315281;20,80814152;84,40401811;63,25188703;38,38524767;36,01711605;29,35138495;44,61545383;40,44395348;55,15646648;6,867901128;9,648413296;6,392189057;0,906771811;0,60472749;1,674642162;44,62969628;49,91561484;31,3591688;41,06056777;27,99398829;26,8317153;4,315261585;4,818843199;4,449008553;3,90619145;3,755660719;3,788922765;22,85844402;17,71501268;14,75275904;10,67916848;10,14089633;9,765327444;13,06796745;19,60719877;14,44660767;54,58869438;53,66513962;61,05937396;21,54416437;20,42619495;25,55570562;10,62680841;17,43181582;12,09830871;10,12946676;16,32142788;19,1197699
